2021-05-30 14:27:09,b'I think the virtual currency will drop at least 5% in the next week. Who would bet $100 on it? Come on baby  \xef\xbc\x8c#BTC\xe2\x80\xa6 https://t.co/B5fVDCQ51A',b'larry43674549'
2021-05-30 14:27:08,"b'@MarathonDH If you care for Bitcoin future, signal for Taproot!!'",b'LuisPer92108720'
2021-05-30 14:27:08,b'@MacRoweNick @jp_koning Bitcoin mining costs will be entirely funded by transaction fees in the future. The main pu\xe2\x80\xa6 https://t.co/o8Hx2Fr6Yc',b'fnietom'
2021-05-30 14:27:07,b'#Bitcoin is here to stay!!! \nGO LONG!! #HODL #BTC https://t.co/RA4eANLGzR',b'Distoshort'
2021-05-30 14:27:06,"b'So far, perfect.\n\n#bitcoin https://t.co/1flo7vtDBB'",b'Bitcoin1_OTC'
2021-05-30 14:27:04,"b'@HaileyLennonBTC Owning Bitcoin is like coming to the new world, anyone who bought Bitcoin owns that piece of the n\xe2\x80\xa6 https://t.co/W6d0T43OrH'",b'sikhingcrypto'
2021-05-30 14:27:03,"b'How the fuck could you be anti Bitcoin, but pro crypto? That\xe2\x80\x99s like being religious but not believing in god.'",b'wolfgretzky'
2021-05-30 14:27:02,"b""@akoi_patrick @BinanceChain We don't  buy bitcoin\nWe earn bitcoin From Mining \nI'm ready to show 10 lucky people on\xe2\x80\xa6 https://t.co/uvsbtcIEBL""",b'raferacrypto'
2021-05-30 14:27:02,b'@CryptoWhale because bitcoin will penetrate number $200.000 \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x91\x8d',b'katokkombor84'
2021-05-30 14:27:00,"b'@gumed85 @michael_saylor By the broadest defin\xc2\xadi\xc2\xadtion of a Ponzi scheme, the entire global banking system is a Ponz\xe2\x80\xa6 https://t.co/vSruuDaiAg'",b'EndFiat21M'
2021-05-30 14:27:00,b'@JohnEDeaton1 @MackAttackXRP Source: https://t.co/sliRvvkXRd',b'MrsWendyBendy'
2021-05-30 14:26:59,b'blizzard dropped new game\n\nbullish for bitcoin',b'pmullr'
2021-05-30 14:26:59,"b'@BTCTN #Bitcoin has all the potential of an asset that can be saved, retrieved and exchanged at a later time, and b\xe2\x80\xa6 https://t.co/b6aN2RRH2I'",b'carrisamarie0'
2021-05-30 14:26:59,"b'Billionaire Stan Druckenmiller on #Dogecoin,  ""I wouldn\xe2\x80\x99t short it because I don\xe2\x80\x99t like putting campfires out with\xe2\x80\xa6 https://t.co/nqSvBUW9lF'",b'nsu'
2021-05-30 14:26:57,b'@rektcapital Have you heard of the great opportunity that has turned lots of individuals into multimillionaire simp\xe2\x80\xa6 https://t.co/8HYmYPMM1Q',b'jenny_magnuson'
2021-05-30 14:26:57,b'SokuSwap platform and the project is really hopeful worthwhile project and how to achieve them best cryptocurrenc p\xe2\x80\xa6 https://t.co/t0380iqeCz',b'Cryptos_Kings'
2021-05-30 14:26:57,b'ALERT! MORE BAD NEWS FOR CYRPTO\n SELL BITCOIN AND DOGECOIN NOW\nChinese government effectively bans cryptocurrencies\xe2\x80\xa6 https://t.co/fqh4BZl01b',b'jimmyblow5'
2021-05-30 14:26:56,"b""@DjPrestigeUk $kishu @InuKishu #Kishu_Inu #KishuArmy \n$feg @fegtoken #IAMFEG  #FEG  #FEGTAKEOVER #FEGArmy \nDon't un\xe2\x80\xa6 https://t.co/kaZOaZPHjO""",b'thecryptopuffin'
2021-05-30 14:26:53,b'Bitcoin-branded cat hoodies coming to your mailbox soon.\n\n#bitcoin #catsinhoodies https://t.co/jc6dkHMO6x',b'2salt2furious'
2021-05-30 14:26:50,b'We Collaborate Only With The Best #CryptoCurrency #bitcoin via https://t.co/a1ZnCCWvp7 https://t.co/rh3JnhlIld',b'Ramcorbin'
2021-05-30 14:26:50,b'@SAfmnews @Eliot_syke has all it takes to turn things well for you with his company platform and strategy on Bitcoi\xe2\x80\xa6 https://t.co/7BMXTkaXuQ',b'_Kathy_31'
2021-05-30 14:26:48,b'@BTC_Archive Check out @defichain they are building decentralized finance on #Bitcoin with the $DFI token!\xe2\x80\xa6 https://t.co/zf99fS3khU',b'DanielAwad16'
2021-05-30 14:26:46,b'Is crypto approaching its \xe2\x80\x98Netscape moment?\xe2\x80\x99 https://t.co/iFh2KTc27W #bitcoin',b'ioBanker'
2021-05-30 14:26:46,b'@thelooptoken @BscCryoto Lets join!\n\n@irgiirgi8822 \n@mizansee2 \n@Fahrii97973305 \n@kishibek \n@Ed19Bay \n\nAddress: \n0x\xe2\x80\xa6 https://t.co/dys24XZJRw',b'ttshow3'
2021-05-30 14:26:46,"b'Shitcoinery has more vol, excitement, and jargon flavors.\n\nThe idea of bitcoin and the virtue of bitcoin have never\xe2\x80\xa6 https://t.co/1IcVC9h1kd'",b'NatoshiSakatoto'
2021-05-30 14:26:46,"b'@BTCTN #Bitcoin has all the potential of an asset that can be saved, retrieved and exchanged at a later time, and b\xe2\x80\xa6 https://t.co/6dFyiokdc4'",b'carrisamarie0'
2021-05-30 14:26:44,b'@edcarpenter20 @APompliano @ECRIndy Dont you fucking crash! #bitcoin s future rests on your shoulders now.',b'ArcticHodl'
